address,name,sizeBytes
10001005,OnInit,5
1000100a,thunk_FUN_10002350,5
1000100f,ProcessScenary,5
10001030,FUN_10001030,3907
10002350,FUN_10002350,67
100023b0,FUN_100023b0,11307
10005c50,__chkesp,56
10005c90,FUN_10005c90,313
10005dd0,entry,243
10005ed0,__amsg_exit,58
10005f10,FUN_10005f10,11
10005f20,FUN_10005f20,87
10005f80,__CrtSetReportFile,126
10006000,FUN_10006000,28
10006020,FUN_10006020,912
100063b0,FUN_100063b0,780
100066c0,FUN_100066c0,56
10006700,FUN_10006700,21
10006720,__exit,21
10006740,FUN_10006740,19
10006760,FUN_10006760,19
10006780,FUN_10006780,227
10006870,FUN_10006870,15
10006880,FUN_10006880,15
10006890,__initterm,37
100068c0,FUN_100068c0,130
10006950,FUN_10006950,41
10006980,FUN_10006980,25
100069a0,FUN_100069a0,152
10006a40,FUN_10006a40,263
10006b50,FUN_10006b50,11
10006b60,FUN_10006b60,11
10006b70,FUN_10006b70,804
10006ea0,__ioterm,155
10006f40,FUN_10006f40,29
10006f60,FUN_10006f60,35
10006f90,FUN_10006f90,27
10006fb0,FUN_10006fb0,94
10007010,FUN_10007010,23
10007030,FUN_10007030,787
10007350,FUN_10007350,27
10007370,__calloc_dbg,96
100073d0,FUN_100073d0,27
100073f0,FUN_100073f0,64
10007430,FUN_10007430,1297
10007950,FUN_10007950,27
10007970,FUN_10007970,64
100079b0,FUN_100079b0,19
100079d0,FUN_100079d0,19
100079f0,FUN_100079f0,41
10007a20,FUN_10007a20,1004
10007e10,FUN_10007e10,19
10007e30,FUN_10007e30,342
10007f90,FUN_10007f90,28
10007fb0,FUN_10007fb0,157
10008050,FUN_10008050,28
10008070,FUN_10008070,136
10008100,FUN_10008100,863
10008470,FUN_10008470,34
100084a0,FUN_100084a0,103
10008510,FID_conflict:AtlIsValidAddress,75
10008560,FUN_10008560,134
100085f0,FUN_100085f0,227
100086e0,FUN_100086e0,28
10008700,FUN_10008700,362
10008870,FUN_10008870,291
100089a0,FUN_100089a0,697
10008c60,FUN_10008c60,276
10008d80,FUN_10008d80,116
10008e00,FUN_10008e00,197
10008ed0,FUN_10008ed0,329
10009020,FUN_10009020,216
10009100,FUN_10009100,1060
10009530,FUN_10009530,537
10009750,FUN_10009750,77
100097a0,FUN_100097a0,156
10009840,__FF_MSGBANNER,73
10009890,FUN_10009890,447
10009a50,__GET_RTERRMSG,80
10009aa0,__itoa,66
10009af0,xtoa,194
10009bc0,__ltoa,63
10009c00,__ultoa,30
10009c20,__i64toa,72
10009c70,x64toa,242
10009d70,__ui64toa,31
10009d90,_strlen,123
10009e10,FUN_10009e10,249
10009f10,FUN_10009f10,7
10009f20,FUN_10009f20,224
1000a000,FUN_1000a000,243
1000a100,FUN_1000a100,47
1000a130,FUN_1000a130,507
1000a360,FUN_1000a360,146
1000a400,FUN_1000a400,522
1000a640,FUN_1000a640,91
1000a6a0,FUN_1000a6a0,13
1000a6b0,FUN_1000a6b0,13
1000a6c0,FUN_1000a6c0,187
1000a780,_strncpy,254
1000a880,FUN_1000a880,55
1000a8c0,FUN_1000a8c0,159
1000a960,FUN_1000a960,151
1000aa00,FUN_1000aa00,22
1000aa20,FUN_1000aa20,26
1000aa40,__XcptFilter,446
1000ac00,FUN_1000ac00,89
1000ac60,_set_new_handler,48
1000ac90,FUN_1000ac90,10
1000aca0,__callnewh,45
1000acd0,_memset,88
1000ad30,FUN_1000ad30,23
1000ad50,__nh_malloc_base,87
1000adb0,FUN_1000adb0,109
1000ae20,FUN_1000ae20,10
1000ae30,FUN_1000ae30,173
1000aee0,FUN_1000aee0,490
1000b0d0,FUN_1000b0d0,104
1000b140,FUN_1000b140,116
1000b1c0,FUN_1000b1c0,10
1000b1d0,FUN_1000b1d0,10
1000b1e0,FUN_1000b1e0,31
1000b200,FUN_1000b200,89
1000b260,FUN_1000b260,85
1000b2c0,FUN_1000b2c0,95
1000b320,FUN_1000b320,1485
1000b8f0,FUN_1000b8f0,1334
1000be30,FUN_1000be30,271
1000bf40,FUN_1000bf40,494
1000c130,FUN_1000c130,1515
1000c720,FUN_1000c720,304
1000c850,FUN_1000c850,1565
1000ce70,FUN_1000ce70,250
1000cf70,FUN_1000cf70,183
1000d030,FUN_1000d030,836
1000d380,getSystemCP,89
1000d3e0,FUN_1000d3e0,80
1000d460,setSBCS,116
1000d4e0,FUN_1000d4e0,770
1000d7f0,FUN_1000d7f0,23
1000d810,FUN_1000d810,34
1000d840,FUN_1000d840,664
1000db80,__aulldiv,104
1000dbf0,__aullrem,117
1000dc70,FUN_1000dc70,628
1000def0,FUN_1000def0,3108
1000ec20,FUN_1000ec20,119
1000eca0,FUN_1000eca0,53
1000ece0,FUN_1000ece0,74
1000ed30,FUN_1000ed30,26
1000ed50,FUN_1000ed50,31
1000ed70,FUN_1000ed70,27
1000ed90,__dosmaperr,145
1000ee30,FUN_1000ee30,13
1000ee40,FUN_1000ee40,13
1000ee50,FUN_1000ee50,664
1000f190,FUN_1000f190,421
1000f350,FUN_1000f350,727
1000f660,FUN_1000f660,80
1000f6b0,FUN_1000f6b0,130
1000f740,FUN_1000f740,178
1000f800,FUN_1000f800,130
1000f890,FUN_1000f890,627
1000fb10,FUN_1000fb10,199
1000fbe0,__isatty,50
1000fc20,FUN_1000fc20,300
1000fd50,FUN_1000fd50,26
1000fd70,FUN_1000fd70,61
1000fdb0,FUN_1000fdb0,41
1000fde0,FUN_1000fde0,61
1000fe20,FUN_1000fe20,41
1000fe50,FUN_1000fe50,119
1000fed0,FUN_1000fed0,160
1000ff70,__global_unwind2,32
1000ffb2,__local_unwind2,104
10010046,FUN_10010046,24
10010125,FUN_10010125,27
10010140,FUN_10010140,482
10010330,__set_osfhnd,183
100103f0,FUN_100103f0,216
100104d0,FUN_100104d0,102
10010540,FUN_10010540,260
10010650,FUN_10010650,134
100106e0,__unlock_fhandle,38
10010710,FUN_10010710,218
100107f0,FUN_100107f0,68
10010840,FUN_10010840,65
10010890,FUN_10010890,183
10010950,FUN_10010950,15
10010960,FUN_10010960,319
10010aa0,__fptrap,15
10010ab0,FUN_10010ab0,1007
10010ea0,FUN_10010ea0,403
10011040,FUN_10011040,256
10011140,FUN_10011140,388
100112d0,FUN_100112d0,7
100112e0,__strcats,79
10011330,FUN_10011330,349
10011490,___lc_lctostr,101
10011500,FUN_10011500,130
10011590,FUN_10011590,190
10011650,FUN_10011650,210
10011730,___init_time,219
10011810,FUN_10011810,1423
10011da0,___free_lc_time,779
100120b0,FUN_100120b0,678
10012360,fix_grouping,125
100123e0,FUN_100123e0,304
10012510,FUN_10012510,525
10012720,fix_grouping,125
100127a0,FUN_100127a0,147
10012840,FUN_10012840,928
10012be0,FUN_10012be0,7
10012bf0,_strcmp,129
10012c80,FUN_10012c80,62
10012cc0,_strncmp,56
10012d00,FUN_10012d00,58
10012d40,FUN_10012d40,512
10012f40,FUN_10012f40,130
10012fd0,FUN_10012fd0,186
10013090,FUN_10013090,804
100133c0,FUN_100133c0,116
10013440,FUN_10013440,287
10013560,FUN_10013560,69
100135b0,FUN_100135b0,172
10013660,FUN_10013660,43
10013690,FUN_10013690,155
10013730,FUN_10013730,79
10013780,FUN_10013780,135
10013810,FUN_10013810,77
10013860,crtGetLocaleInfoA,388
100139f0,FUN_100139f0,118
10013a70,_GetPrimaryLen,101
10013ae0,FUN_10013ae0,122
10013b60,__close_lk,170
10013c10,FUN_10013c10,146
10013cb0,FUN_10013cb0,289
10013de0,FUN_10013de0,291
10013f10,FUN_10013f10,878
10014280,FUN_10014280,31
100142a0,FUN_100142a0,393
10014430,FUN_10014430,1389
10014a50,FID_conflict:_store_str,72
10014aa0,FUN_10014aa0,173
10014b50,FID_conflict:_store_number,172
10014c00,FUN_10014c00,1152
